,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.004671810449303593,-0.0016606733763119298,0.00193025083777286,-0.0018396753990249258,-0.0015092228961709748,0.0026765348188901323,0.000623019674679487,0.0020142884831223884,0.003405608223703947,-0.00023873677385317804,-0.0004477372949705906,-8.833328345469156e-05,-2.6302206907249072e-05,0.00016514295536843913,9.403476307652584e-05
1,0.003740740994939466,-0.00034978236673596677,0.0019034623527733876,-0.0020922975924169258,-0.00151220473930709,0.001986679729355717,0.0006772711922650508,0.0014332408820866584,0.003210153421996605,-0.0003542764556728639,-0.0006815264597608057,-7.798827282457612e-05,-2.3368995208967723e-05,7.863072799809702e-05,6.892959621596277e-05
2,0.0028507449864363156,0.00038586989463188344,0.001962932858225527,-0.0018556020612367794,-0.0015069321789950901,0.000543888775988181,0.0010180796238480564,8.103699888525038e-06,0.0031371316522418743,-0.00022269498332854539,0.0002384599256373331,-9.078792007759339e-05,-0.00012224916136846972,-0.00011912435091061124,-7.18380135093246e-05
3,0.0022667545729019457,0.001167287122532385,0.0016374600208011755,-0.0004829210203858152,-0.0015556106775583937,0.0005553011826706518,0.0012765470859986373,-0.0006742265601923705,0.003202764544188201,-0.00020804027145796051,3.411820814376495e-05,-0.00010478243560458443,5.057387991514995e-05,-0.00011579291577928474,-7.281524269306795e-05
4,0.000617998587280242,-1.6354908667450094e-05,0.0009949876758789575,0.0002574152424684461,-0.0015734593334546549,-0.0006755250180444987,0.0013575574702824034,-0.0019331085950392971,0.0016325910466048787,-0.00018086187309731755,-0.0002612329000080243,-0.000127926378906889,1.633687230668766e-05,2.673455999304715e-06,1.9263190366632622e-05
5,-0.0008098439118567741,-0.00027278228175722113,0.00045278678991667607,0.00032525780923637585,-0.0016024223987583708,-0.0007821952603298885,0.0008753611276823035,-0.0022230928785359925,0.0008445029819300544,-0.0003388548580784134,-0.0006377571192337755,-0.0001528696177054458,-1.4878026971191084e-06,7.792768505797717e-05,8.859763840291042e-05
6,-0.00017647428513245782,0.0003608735027311845,0.0012762252940241466,0.0002829440856846645,-0.0016124254070984416,-0.0006113358275127573,0.0011988435159256056,-0.0008488852763344453,0.0014044201341372401,9.041556748581086e-06,-0.0005460072792729356,-0.00019303780558775564,-1.991494893533693e-05,1.3685367493851426e-05,-8.43310411672153e-06
7,0.0003888442429981736,0.0003279805195496384,0.0016919692059115666,-0.0011253152353286416,-0.0016670603699148702,0.0003733037232287616,0.0003569501309295146,0.00014856230077251354,0.0006844512596305825,-0.00016548258991443398,0.0002587321083710113,0.00030358693551469057,-7.673770050243116e-05,4.710889816809256e-05,3.448552352402282e-05
8,0.0004293203609439158,0.0004452451135220303,0.001742257202929761,-0.0022743492216255935,-0.0017101672459192403,0.00024101435081882745,-0.0006207780215267804,0.00018333907850360967,6.308686271564576e-05,-6.759881018436907e-05,0.0002724388258503602,0.0002806788633479767,8.398591184440385e-05,2.1053068008404738e-05,1.394369646756389e-05
9,-0.0004991254097516436,0.00019451679780176665,0.0012801973452020313,-0.0019794961909616322,-0.0017450898805035093,0.0006402306021121605,-0.001409341789226364,-0.0008160990795875111,-0.00011971567298335595,-0.00010620412026001794,0.0003446960236157287,0.00028248772367430656,9.200398998902204e-05,3.567092317072125e-05,2.9983626050671008e-05
10,-0.0011901397923666515,-0.0002574969820042968,0.0010544516462212645,-0.002195715358657543,-0.0017968285260946725,0.0005021224617380983,-0.0027980226582771136,-0.001706239813995891,-0.0009404199659902327,-0.0001524961017450884,0.00028888656033008954,0.000290884576798354,9.428651397503625e-05,0.00011446599505208322,0.00011546323141730221
11,-0.000784340888132271,-0.0005161065730136197,0.0014318783263608508,-0.0012193179567601517,-0.001814901872858712,0.0007669378286011043,-0.0029060087270907364,-0.001110536798295711,-0.0008967252056540645,-0.00014211996135135796,0.00011325567950233337,0.0003294991505652944,0.00011240296860104643,0.00014875456313200464,0.0001174025089442728
12,3.147551089946522e-05,7.194860083396812e-05,0.0019998630570370397,0.00016183789168081769,-0.0018365617594101012,0.000541855687175912,-0.0020510781290693425,-0.0003805202719973539,-0.0007570460262212853,-6.0659588282528875e-05,4.769369302652327e-05,0.0003831762454704214,-0.00011417375247032199,0.0004205474448416525,0.000405872454442302
